Policy,S,Cost/day ($),Fill rate,Waste/day,Unmet/day
Mean (S=9),9,13.750892857142857,0.40248456446076264,0.01076923076923077,5.493895604395604
Newsvendor (S=10),10,12.859424450549449,0.44160700493173466,0.015266483516483515,5.13460989010989
Optimal (S*=33),33,3.067927197802198,0.9408094643428884,1.1361868131868131,0.5454587912087911
